Product Category,Current Stock,Previous Month Sales,Average Weekly Sales,Current Selling Price,Competitor Price,Customer Rating,Festival Season,Predicted Demand
Grocery,296,330,85.1,3.2,3.44,3.6,No,362
Grocery,594,129,32.92,21.35,23.05,4.5,Yes,248
Grocery,227,101,23.92,2.23,2.25,3.8,No,147
Home & Kitchen,310,316,77.08,94.98,86.86,3.8,No,366
Home & Kitchen,439,33,10.49,20.41,20.09,4.0,No,110
Home & Kitchen,575,345,93.87,10.15,10.78,4.1,No,392
Grocery,183,42,6.97,17.34,16.07,4.1,No,123
Electronics,259,386,93.92,928.72,892.06,3.2,No,410
Home & Kitchen,596,308,79.47,59.79,64.35,3.3,No,341
Grocery,307,202,51.13,21.87,23.98,4.9,No,269
Sports & Outdoors,471,452,109.99,91.24,88.21,4.5,Yes,586
Beauty & Personal Care,523,155,40.86,75.15,77.14,4.5,No,200
Sports & Outdoors,448,165,43.02,20.73,21.07,3.7,No,216
Grocery,485,322,82.05,6.28,5.84,4.2,Yes,454
Beauty & Personal Care,22,439,106.1,35.45,38.93,4.7,No,490
Beauty & Personal Care,587,73,15.5,26.25,28.56,4.0,No,136
Fashion,29,68,20.41,142.45,137.78,3.8,No,109
Home & Kitchen,254,180,44.25,110.36,113.93,3.8,No,244
Beauty & Personal Care,395,177,45.43,68.66,64.93,3.3,No,203
Home & Kitchen,495,310,79.74,107.34,99.51,2.6,No,355
Grocery,461,392,92.36,10.3,9.65,4.9,No,447
Sports & Outdoors,399,235,61.67,168.64,164.83,3.6,Yes,352
Fashion,150,31,16.15,81.71,85.5,4.3,No,89
Electronics,537,425,101.33,991.72,980.12,4.7,No,471
Home & Kitchen,247,177,39.97,61.13,64.84,4.2,Yes,286
Home & Kitchen,565,317,76.18,163.08,168.6,3.6,No,379
Electronics,355,427,102.77,825.76,761.03,2.1,No,409
Sports & Outdoors,131,370,93.99,195.77,199.56,3.0,Yes,466
Beauty & Personal Care,444,43,11.0,54.64,51.47,3.5,Yes,164
Sports & Outdoors,259,472,115.03,234.0,223.65,3.5,No,504
Fashion,427,109,26.41,20.21,21.74,4.1,No,192
Beauty & Personal Care,119,69,14.95,27.79,25.19,4.5,No,125
Beauty & Personal Care,442,172,42.28,37.58,33.96,4.4,No,220
Grocery,442,425,104.4,6.66,6.58,4.4,No,482
Beauty & Personal Care,486,109,23.68,27.73,26.7,4.4,Yes,218
Electronics,280,226,58.69,922.21,885.97,3.8,Yes,321
Beauty & Personal Care,240,16,3.79,68.44,67.73,3.9,No,83
Fashion,152,404,103.15,98.39,97.53,3.9,No,462
Fashion,75,43,15.67,43.83,39.54,3.7,No,90
Fashion,526,257,67.62,48.16,44.4,3.8,No,306
Grocery,549,26,6.31,23.64,25.47,3.4,Yes,147
Grocery,16,207,50.02,21.95,20.36,3.8,No,251
Beauty & Personal Care,328,106,21.54,24.88,24.78,3.2,No,143
Electronics,323,30,6.47,621.58,630.36,2.5,No,49
Electronics,511,484,126.04,709.52,770.68,4.2,No,555
Home & Kitchen,266,471,116.37,139.78,144.27,3.8,No,526
Fashion,336,345,88.02,70.25,73.74,3.7,Yes,455
Home & Kitchen,530,170,42.12,124.83,117.3,5.0,No,232
Fashion,413,30,1.3,114.94,110.64,3.8,No,75
Sports & Outdoors,490,443,110.41,76.64,81.83,3.9,No,482
Beauty & Personal Care,415,460,119.45,12.57,12.31,3.2,No,489
Fashion,93,75,17.66,102.06,99.49,4.2,No,127
Grocery,103,321,77.12,22.55,20.77,4.3,No,360
Grocery,179,380,99.5,19.91,21.75,3.7,No,415
Sports & Outdoors,12,117,33.85,61.74,58.53,4.7,No,178
Electronics,257,189,46.37,157.13,146.22,3.4,No,221
Beauty & Personal Care,420,136,35.23,16.66,15.76,3.4,No,173
Sports & Outdoors,452,393,98.62,110.74,120.42,5.0,No,444
Electronics,417,333,86.44,1001.37,1097.7,3.8,No,394
Home & Kitchen,550,296,76.98,116.94,112.58,4.6,No,343
Beauty & Personal Care,394,49,9.24,49.88,54.62,3.6,No,73
Sports & Outdoors,597,366,92.42,143.79,149.62,4.3,Yes,505
Fashion,297,128,35.74,76.19,79.0,4.5,No,202
Home & Kitchen,524,485,121.78,185.08,202.79,4.6,No,542
Beauty & Personal Care,590,70,7.1,72.91,66.13,3.7,No,93
Electronics,334,341,89.52,215.86,229.48,3.1,No,385
Grocery,23,198,43.93,2.12,2.05,2.9,No,239
Grocery,566,139,29.53,11.87,10.73,3.9,No,175
Home & Kitchen,570,106,26.64,168.91,180.06,3.3,No,146
Sports & Outdoors,383,61,17.71,44.3,45.06,4.4,No,131
Fashion,479,168,42.25,68.43,65.67,3.6,No,220
Beauty & Personal Care,578,108,20.9,23.19,23.99,4.3,No,182
Sports & Outdoors,463,468,113.91,148.08,145.07,3.8,No,518
Fashion,402,121,25.41,37.09,34.31,4.3,Yes,247
Grocery,185,130,32.98,6.14,5.92,4.7,No,219
Electronics,402,206,44.58,1035.47,1006.84,4.6,No,263
Sports & Outdoors,162,449,111.6,108.27,113.54,3.1,No,470
Grocery,96,437,106.37,11.45,11.48,4.2,No,470
Sports & Outdoors,284,186,43.34,125.54,137.0,4.6,No,256
Sports & Outdoors,561,182,48.39,120.73,129.38,3.9,No,245
Beauty & Personal Care,496,488,125.13,69.26,68.21,3.6,Yes,588
Grocery,135,314,72.11,9.73,9.64,4.2,No,377
Beauty & Personal Care,55,482,118.03,8.83,8.18,3.4,No,515
Home & Kitchen,561,220,49.77,46.45,44.91,4.5,Yes,357
Electronics,453,362,86.77,873.56,884.93,3.7,No,414
Electronics,92,397,102.5,917.22,993.9,4.1,Yes,553
Electronics,249,158,40.19,1096.56,1046.2,3.8,No,183
Grocery,236,189,42.48,8.43,7.61,3.4,No,216
Grocery,81,107,27.52,19.88,18.51,5.0,No,172
Home & Kitchen,386,27,3.94,16.76,15.54,4.0,No,80
Grocery,468,271,64.0,8.93,8.8,4.0,No,326
Beauty & Personal Care,564,351,88.29,21.36,22.01,4.6,No,421
Beauty & Personal Care,123,71,12.58,33.67,31.4,3.8,No,114
Fashion,559,22,2.01,74.96,79.18,4.7,No,103
Electronics,80,307,70.86,293.06,315.78,4.2,No,374
Sports & Outdoors,400,300,76.59,216.94,221.05,4.6,No,354
Beauty & Personal Care,238,442,108.79,20.03,22.0,3.8,No,500
Beauty & Personal Care,264,119,31.2,20.28,21.89,4.5,No,185
Beauty & Personal Care,518,147,31.62,36.31,35.49,3.6,No,178
Home & Kitchen,483,467,113.17,65.85,62.11,3.6,Yes,560
Electronics,416,415,106.96,950.94,953.43,3.8,No,462
Beauty & Personal Care,499,457,114.22,8.62,9.36,3.8,No,492
Fashion,403,195,50.91,35.88,35.53,4.2,No,250
Fashion,466,162,38.01,64.9,62.68,5.0,No,203
Sports & Outdoors,224,154,38.72,166.35,153.12,5.0,No,229
Home & Kitchen,115,74,18.53,124.85,119.28,3.6,No,129
Fashion,398,292,73.31,147.09,156.21,4.6,No,365
Fashion,124,265,66.29,66.12,65.04,5.0,No,350
Beauty & Personal Care,48,318,80.28,23.39,21.97,3.6,No,339
Beauty & Personal Care,247,146,40.06,46.68,43.91,2.5,Yes,232
Sports & Outdoors,315,24,5.72,29.95,28.28,3.9,No,67
Home & Kitchen,32,351,86.48,111.41,103.47,4.2,No,383
Grocery,357,274,64.46,15.75,15.82,4.6,Yes,427
Grocery,106,469,118.56,15.35,15.26,4.4,No,522
Electronics,428,495,123.85,931.25,931.85,2.7,Yes,592
Fashion,290,264,72.8,127.45,133.64,4.7,No,344
Home & Kitchen,17,186,44.5,50.8,49.34,5.0,No,253
Home & Kitchen,539,342,84.25,63.52,63.27,3.2,No,375
Sports & Outdoors,329,268,69.32,22.23,22.75,3.3,No,295
Sports & Outdoors,413,479,121.1,55.79,60.9,3.6,No,527
Sports & Outdoors,239,318,77.89,204.41,194.32,4.1,No,369
Beauty & Personal Care,528,99,26.54,36.7,34.28,3.3,No,133
Sports & Outdoors,226,323,78.45,80.46,84.83,3.7,No,361
Beauty & Personal Care,190,43,13.17,48.78,48.5,5.0,Yes,184
Beauty & Personal Care,517,30,6.01,37.06,34.37,5.0,No,102
Home & Kitchen,18,246,59.69,74.41,69.16,5.0,No,310
Beauty & Personal Care,424,439,108.46,68.89,66.77,3.0,No,463
Beauty & Personal Care,202,38,3.74,79.48,73.55,4.6,No,78
Electronics,107,323,77.76,906.44,908.53,2.7,No,338
Sports & Outdoors,406,259,61.68,26.55,26.94,3.6,No,307
Beauty & Personal Care,17,33,8.99,54.99,50.17,3.9,No,73
Beauty & Personal Care,50,33,8.1,51.77,47.68,2.8,No,66
Sports & Outdoors,515,60,17.34,62.19,61.59,4.3,No,125
Beauty & Personal Care,101,345,83.74,48.33,44.98,4.2,No,386
Sports & Outdoors,324,349,89.01,185.34,192.68,4.6,No,418
Home & Kitchen,438,245,59.67,123.73,123.8,2.5,Yes,346
Grocery,262,62,19.88,16.27,16.44,4.8,No,129
Beauty & Personal Care,91,494,124.19,51.48,53.9,4.2,No,554
Sports & Outdoors,579,148,35.78,40.45,39.81,4.6,No,202
Home & Kitchen,487,54,12.38,21.95,22.77,4.8,No,111
Sports & Outdoors,510,36,7.18,65.55,69.82,4.5,No,79
Beauty & Personal Care,452,357,90.92,8.38,8.49,3.0,No,378
Fashion,129,357,87.41,101.18,104.31,4.3,No,410
Sports & Outdoors,536,164,45.19,30.69,28.34,2.8,Yes,280
Electronics,380,114,32.59,541.15,515.44,4.6,No,179
Home & Kitchen,580,394,104.68,143.37,153.0,4.0,No,473
Beauty & Personal Care,401,146,30.88,45.07,42.05,3.7,No,181
Fashion,509,93,23.5,48.86,50.71,4.0,No,161
Home & Kitchen,389,471,125.88,64.47,62.75,3.9,Yes,588
Grocery,91,20,4.62,20.6,18.7,3.0,No,71
Home & Kitchen,30,98,28.67,79.94,73.95,3.9,Yes,226
Beauty & Personal Care,268,34,3.82,45.48,44.5,5.0,No,106
Beauty & Personal Care,480,292,67.56,55.79,55.68,2.7,No,318
Fashion,411,318,81.37,88.86,80.7,4.4,No,349
Sports & Outdoors,506,60,16.23,107.29,107.38,4.3,No,114
Electronics,294,461,115.27,1080.92,1135.33,4.3,No,500
Home & Kitchen,393,165,44.32,160.99,168.97,4.5,No,242
Home & Kitchen,61,366,92.57,17.86,17.43,4.6,Yes,495
Grocery,518,398,98.99,15.05,15.93,4.3,No,445
Home & Kitchen,571,261,56.81,143.83,152.54,4.6,No,339
Home & Kitchen,209,317,79.0,134.91,145.57,4.6,No,385
Fashion,178,262,70.36,141.78,134.69,5.0,No,331
Home & Kitchen,206,111,27.39,160.73,156.23,4.9,No,196
Grocery,166,109,27.51,13.44,12.27,4.2,Yes,241
Fashion,128,290,68.65,32.03,34.8,3.9,No,345
Fashion,488,476,118.42,118.84,115.72,3.7,No,517
Sports & Outdoors,519,403,104.86,143.32,145.91,5.0,No,445
Sports & Outdoors,93,168,37.59,173.89,180.92,4.6,Yes,308
Home & Kitchen,322,242,64.07,101.39,95.43,4.0,No,294
Electronics,505,88,22.65,1142.91,1129.87,3.5,No,160
Sports & Outdoors,401,384,97.31,103.21,97.88,4.0,No,409
Grocery,15,353,90.9,7.3,7.72,4.3,No,433
Sports & Outdoors,180,270,71.81,126.85,117.27,3.4,No,315
Home & Kitchen,409,169,39.12,141.09,136.43,4.7,No,239
Sports & Outdoors,283,160,35.98,78.12,78.66,3.7,No,195
Sports & Outdoors,467,129,29.07,192.99,187.47,4.5,No,175
Electronics,588,142,36.49,1155.18,1113.17,4.9,No,216
Sports & Outdoors,353,371,93.59,205.47,225.05,3.0,No,423
Home & Kitchen,8,52,14.31,187.61,200.4,4.2,No,111
Home & Kitchen,445,128,35.65,107.28,108.33,5.0,No,215
Beauty & Personal Care,105,340,84.19,43.64,46.66,3.6,No,389
Fashion,517,410,100.52,133.89,131.14,3.3,No,428
Electronics,543,312,75.25,995.27,969.37,4.0,No,355
Fashion,307,19,1.0,72.88,68.25,3.5,No,49
Electronics,74,57,10.87,537.51,561.39,4.0,Yes,183
Home & Kitchen,372,70,11.77,112.89,120.64,4.2,No,136
Grocery,29,232,59.9,8.45,8.8,3.5,No,261
Home & Kitchen,555,74,17.46,105.98,106.64,4.3,No,139
Fashion,53,381,103.79,103.28,112.01,3.7,Yes,514
Home & Kitchen,252,21,9.74,183.37,174.79,5.0,No,70
Sports & Outdoors,85,373,90.56,20.3,21.06,1.8,No,383
Home & Kitchen,545,323,79.05,123.36,113.17,3.7,Yes,432
Beauty & Personal Care,486,283,66.21,45.99,46.15,4.3,No,311
Sports & Outdoors,448,39,14.26,197.64,189.16,3.7,No,105
Grocery,116,71,19.28,17.87,16.67,2.8,Yes,172
Home & Kitchen,172,27,2.71,18.47,20.21,3.2,No,82
Sports & Outdoors,597,164,35.07,32.05,33.16,3.3,No,194
Home & Kitchen,241,338,90.44,96.95,92.27,4.6,No,409
Sports & Outdoors,267,499,126.86,63.64,68.96,4.1,No,544
Beauty & Personal Care,347,392,99.87,16.08,15.41,4.8,No,456
Electronics,457,252,63.07,195.57,189.64,2.3,Yes,329
Grocery,523,309,78.43,12.42,12.71,3.9,No,362
Sports & Outdoors,86,448,112.28,29.49,32.19,3.6,Yes,570
Grocery,432,98,28.94,12.53,13.08,2.2,No,139
Grocery,62,67,15.05,24.5,22.89,2.4,No,95
Grocery,583,89,24.02,11.33,11.2,4.8,Yes,233
Beauty & Personal Care,393,481,118.21,64.63,60.23,3.2,Yes,587
Electronics,438,465,116.13,504.84,485.65,3.0,No,498
Beauty & Personal Care,478,328,83.03,35.3,34.17,5.0,No,390
Fashion,150,399,103.43,28.82,26.29,3.8,No,438
Electronics,506,300,76.09,301.74,279.65,2.7,No,323
Home & Kitchen,241,292,70.7,155.76,160.74,2.9,No,322
Sports & Outdoors,294,300,68.54,71.85,70.39,3.9,Yes,384
Fashion,379,402,100.04,81.62,76.81,4.5,No,465
Grocery,435,41,11.44,18.47,17.33,4.0,No,107
Beauty & Personal Care,68,401,100.07,48.51,51.45,2.9,No,428
Beauty & Personal Care,430,336,84.92,28.61,26.89,3.4,No,371
Electronics,373,310,77.35,487.75,451.87,5.0,No,345
Beauty & Personal Care,121,277,70.28,44.81,48.88,2.5,No,305
Beauty & Personal Care,237,266,68.55,74.06,80.44,3.4,No,293
Sports & Outdoors,458,220,54.63,151.05,147.81,3.5,No,251
Fashion,341,484,125.63,68.75,69.85,2.5,No,513
Home & Kitchen,389,412,103.66,95.61,91.51,4.8,No,443
Fashion,499,348,83.46,72.63,73.39,4.4,No,388
Electronics,50,405,103.35,990.06,959.59,3.3,Yes,487
Sports & Outdoors,311,151,37.75,167.2,164.58,3.9,Yes,257
Home & Kitchen,382,341,86.85,156.32,155.14,3.3,No,388
Fashion,279,276,63.12,32.67,32.39,4.4,No,319
Fashion,221,94,26.59,16.26,14.74,2.9,No,140
Sports & Outdoors,231,348,89.99,87.1,79.02,3.8,Yes,469
Fashion,13,58,15.3,48.41,44.34,3.9,Yes,189
Electronics,359,154,38.9,839.92,878.94,4.7,Yes,296
Fashion,300,127,28.7,71.89,76.11,3.5,No,161
Beauty & Personal Care,277,442,109.88,10.97,10.82,4.8,Yes,584
Electronics,320,151,39.16,190.02,189.57,4.9,No,219
Grocery,206,178,46.35,7.07,7.46,3.9,No,236
Grocery,110,149,34.25,20.96,19.92,4.0,No,202
Electronics,250,81,21.64,676.8,646.3,4.8,No,146
Grocery,60,171,42.39,14.11,14.88,4.9,No,245
Beauty & Personal Care,324,120,27.12,73.98,67.32,4.2,No,165
Grocery,75,93,21.34,11.06,11.83,4.1,No,147
Home & Kitchen,509,85,24.0,169.32,184.54,3.9,No,159
Electronics,337,276,70.82,155.28,153.04,4.6,Yes,416
Fashion,463,32,5.71,111.15,112.92,3.5,No,70
Electronics,596,358,83.19,744.04,724.02,4.9,No,387
Beauty & Personal Care,544,410,100.01,14.07,14.95,4.6,Yes,543
Electronics,36,91,21.12,647.25,635.76,5.0,No,166
Sports & Outdoors,253,386,95.48,54.6,49.47,4.3,Yes,500
Fashion,257,496,126.24,56.13,56.62,3.7,Yes,592
Home & Kitchen,475,368,93.97,199.91,213.31,3.7,Yes,484
Fashion,284,44,8.83,126.24,130.71,4.0,Yes,154
Beauty & Personal Care,51,82,23.4,27.43,27.49,4.3,No,109
Fashion,301,354,87.7,57.99,60.58,4.9,No,420
Electronics,321,425,101.92,658.48,665.06,5.0,No,479
Sports & Outdoors,203,339,87.1,210.43,228.63,2.6,No,376
Beauty & Personal Care,151,484,116.91,76.44,78.49,4.7,No,515
Sports & Outdoors,423,190,47.16,173.72,167.59,2.8,Yes,288
Beauty & Personal Care,552,468,110.97,16.97,18.18,3.0,No,488
Fashion,87,51,13.3,141.01,135.85,4.1,No,115
Grocery,250,36,11.35,18.63,20.22,3.9,Yes,137
Sports & Outdoors,332,259,63.93,56.61,51.27,3.6,No,287
Home & Kitchen,224,233,61.15,48.43,46.2,4.2,No,288
Grocery,325,121,33.43,21.87,21.95,3.4,No,172
Grocery,81,201,45.8,4.24,4.13,3.9,No,244
Home & Kitchen,314,193,47.68,109.74,109.24,4.5,No,227
Electronics,472,160,40.86,189.63,192.79,3.5,No,202
Beauty & Personal Care,18,34,11.43,75.42,80.06,3.9,No,82
Home & Kitchen,28,176,42.89,94.01,85.68,3.9,No,226
Sports & Outdoors,300,196,53.51,112.94,118.75,4.4,No,246
Home & Kitchen,488,471,113.77,195.93,214.17,2.8,No,495
Electronics,346,224,56.24,1180.49,1142.18,4.1,No,267
Grocery,82,81,14.13,16.38,16.26,2.7,Yes,187
Fashion,518,309,80.8,138.65,151.35,4.5,Yes,448
Grocery,188,397,98.37,21.74,20.2,3.3,No,455
Electronics,444,389,95.58,165.19,152.61,3.9,No,425
Beauty & Personal Care,543,452,111.77,73.88,79.31,3.5,No,488
Electronics,76,322,83.17,402.24,384.56,3.7,Yes,411
Sports & Outdoors,599,414,104.3,117.03,108.4,4.8,No,466
Sports & Outdoors,29,393,98.39,110.08,108.88,3.8,No,422
Electronics,43,475,118.93,404.54,379.0,5.0,No,510
Fashion,99,378,95.88,59.97,55.74,3.7,Yes,474
Beauty & Personal Care,505,382,94.54,45.44,47.08,3.8,No,415
Beauty & Personal Care,366,169,40.36,45.53,42.54,3.4,No,216
Grocery,76,350,87.26,5.43,4.92,4.1,No,399
Fashion,595,236,59.32,99.04,95.38,4.0,No,299
Beauty & Personal Care,112,187,49.53,70.49,72.34,5.0,No,252
Home & Kitchen,432,194,52.52,133.06,131.78,2.7,No,222
Electronics,266,295,77.16,438.3,442.34,3.8,No,328
Electronics,249,173,44.38,254.19,271.43,3.5,No,212
Sports & Outdoors,49,292,75.19,58.3,54.95,3.3,No,319
Electronics,446,153,31.06,475.65,471.02,3.4,No,216
Fashion,413,419,103.64,63.66,62.77,2.7,No,430
Beauty & Personal Care,271,431,107.23,15.1,15.46,3.2,Yes,544
Home & Kitchen,275,464,116.99,165.97,175.35,3.1,No,502
Grocery,311,294,70.99,3.32,3.46,2.9,Yes,398
Fashion,112,410,101.96,55.17,59.72,3.6,No,437
Beauty & Personal Care,362,269,66.15,65.64,62.41,4.9,No,321
Fashion,412,207,49.55,46.42,46.34,4.2,No,267
Sports & Outdoors,573,400,97.85,109.57,114.82,4.6,No,461
Fashion,59,30,8.34,80.89,87.8,2.7,No,106
Home & Kitchen,426,393,97.72,70.3,72.02,5.0,No,464
Grocery,298,245,62.18,19.77,19.31,3.5,No,265
Home & Kitchen,563,419,107.02,105.61,104.87,3.7,No,456
Home & Kitchen,537,168,42.45,161.14,146.63,4.2,No,228
Grocery,590,382,95.82,16.69,16.84,4.6,Yes,495
Electronics,470,52,8.0,442.65,412.45,3.6,No,76
Electronics,561,189,49.08,226.04,216.78,4.0,Yes,302
Home & Kitchen,42,105,26.97,111.9,106.86,5.0,No,169
Beauty & Personal Care,166,201,49.48,13.97,14.37,4.1,No,268
Grocery,477,437,111.81,11.67,10.84,2.8,Yes,552
Sports & Outdoors,498,439,105.06,221.93,214.26,4.4,No,474
Electronics,535,151,33.7,595.86,591.21,5.0,No,214
Fashion,511,476,122.37,123.8,114.69,4.1,No,518
Grocery,73,297,76.13,24.03,25.16,3.3,No,348
Sports & Outdoors,361,383,96.26,90.63,86.03,4.3,Yes,490
Fashion,573,270,70.76,115.87,115.0,4.8,No,339
Electronics,542,421,107.11,821.54,750.43,4.1,No,447
Electronics,31,79,17.15,488.41,494.06,3.6,No,133
Sports & Outdoors,34,210,46.68,194.6,197.81,2.8,Yes,312
Home & Kitchen,207,35,6.98,72.82,66.85,3.3,Yes,179
Home & Kitchen,343,127,32.61,87.8,95.76,4.0,No,181
Home & Kitchen,227,417,100.68,119.39,121.38,3.9,Yes,549
Fashion,548,162,40.6,149.63,150.37,4.4,No,232
Sports & Outdoors,56,112,29.16,98.25,106.23,3.7,No,180
Beauty & Personal Care,266,307,75.17,72.49,76.88,3.7,Yes,446
Fashion,574,455,117.84,81.9,74.0,3.2,No,482
Home & Kitchen,47,342,83.81,135.65,146.81,3.5,No,396
Sports & Outdoors,96,446,112.55,171.56,184.97,4.0,No,496
Home & Kitchen,212,199,49.2,77.95,74.69,3.8,No,245
Electronics,105,356,88.06,701.46,660.54,5.0,No,414
Beauty & Personal Care,51,272,69.19,39.96,42.0,3.8,No,317
Electronics,171,214,49.9,419.11,421.5,4.6,No,257
Grocery,238,88,22.7,10.49,11.4,4.7,No,164
Sports & Outdoors,587,360,87.22,182.98,191.41,5.0,No,423
Fashion,85,262,65.07,77.34,73.57,3.4,No,307
Home & Kitchen,346,314,79.47,45.76,43.79,4.3,No,366
Electronics,351,479,119.03,387.4,414.26,3.3,No,526
Beauty & Personal Care,182,326,80.98,77.69,77.35,3.3,Yes,450
Grocery,492,271,67.22,10.17,10.85,3.8,No,302
Electronics,86,244,64.35,293.06,316.38,3.4,No,283
Sports & Outdoors,556,264,66.16,223.64,232.31,2.8,No,305
Electronics,568,158,39.56,1044.98,1098.6,2.8,No,230
Grocery,108,31,6.35,19.76,18.69,3.6,No,91
Electronics,453,163,41.38,166.13,163.69,4.7,No,249
Electronics,196,300,73.16,345.34,375.35,3.9,No,366
Electronics,354,207,49.85,273.48,298.0,5.0,Yes,350
Sports & Outdoors,68,285,74.39,201.63,189.63,3.3,No,298
Grocery,161,423,105.15,17.23,17.69,4.1,No,467
Electronics,186,75,23.16,855.25,803.28,3.3,No,117
Electronics,198,420,102.89,518.78,553.77,3.3,No,450
Home & Kitchen,487,147,33.43,58.67,55.79,2.9,No,186
Home & Kitchen,63,120,27.75,103.87,94.63,3.9,Yes,259
Beauty & Personal Care,531,55,13.92,65.36,59.4,4.3,No,126
Electronics,291,366,91.26,1062.06,1017.79,4.5,No,404
Fashion,117,203,55.08,122.13,116.77,2.9,No,241
Grocery,515,462,120.29,11.16,11.07,4.1,No,503
Electronics,526,224,49.23,219.13,224.48,4.2,No,263
Beauty & Personal Care,298,58,16.99,37.17,40.6,3.8,No,104
Home & Kitchen,510,486,125.9,132.52,125.48,4.3,No,530
Home & Kitchen,184,47,14.89,67.52,67.45,4.3,No,122
Home & Kitchen,443,274,64.24,100.02,98.31,5.0,No,335
Fashion,532,129,31.75,25.36,23.36,5.0,No,193
Fashion,231,172,35.27,29.41,31.9,3.5,No,196
Grocery,374,142,33.87,11.68,10.96,5.0,No,220
Grocery,228,191,49.9,24.57,23.83,3.7,No,259
Sports & Outdoors,578,432,105.69,215.44,207.47,2.6,No,487
Sports & Outdoors,424,494,124.29,48.02,46.96,3.6,No,528
Sports & Outdoors,577,393,103.19,188.11,186.53,5.0,No,465
Fashion,12,492,124.8,32.65,33.12,4.1,No,538
Electronics,215,277,72.83,527.42,572.43,3.2,No,346
Electronics,91,106,27.67,383.47,386.9,5.0,Yes,250
Electronics,563,121,32.58,688.32,712.51,4.3,No,192
Fashion,202,229,48.48,91.47,85.06,3.1,No,255
Electronics,170,309,82.88,166.46,163.73,4.4,No,350
Grocery,325,184,47.42,18.24,17.76,4.1,No,231
Electronics,9,32,9.49,936.92,944.29,3.1,No,105
Fashion,531,294,72.62,51.72,54.0,3.6,Yes,409
Grocery,408,127,25.45,7.79,8.43,3.6,No,167
Fashion,211,434,113.43,44.29,40.4,4.1,Yes,571
Sports & Outdoors,257,50,8.05,125.51,132.27,4.1,No,101
Sports & Outdoors,579,316,79.56,240.13,244.38,2.9,Yes,419
Sports & Outdoors,340,497,123.02,39.46,41.74,2.6,No,524
Grocery,113,408,98.32,20.67,20.27,3.7,No,465
Home & Kitchen,80,321,79.07,132.79,120.43,4.1,No,374
Fashion,10,92,24.25,53.9,52.0,4.3,No,139
Fashion,34,493,116.88,104.19,101.37,3.6,Yes,598
Sports & Outdoors,153,435,105.67,52.59,47.48,4.1,No,483
Fashion,114,289,70.13,127.33,122.49,4.8,No,359
Home & Kitchen,116,465,114.0,111.45,101.68,4.7,No,499
Electronics,271,358,94.98,371.07,359.1,5.0,No,435
Sports & Outdoors,250,158,38.69,185.09,200.1,4.0,No,197
Grocery,308,381,92.13,14.08,15.26,4.7,No,445
Home & Kitchen,28,435,105.21,118.12,123.78,4.2,No,500
Sports & Outdoors,532,352,83.31,226.89,245.74,3.4,Yes,473
Sports & Outdoors,182,451,115.06,84.06,76.61,3.5,Yes,538
Electronics,204,203,44.74,571.52,601.79,3.8,No,267
Grocery,305,116,27.72,20.21,20.65,2.7,Yes,220
Grocery,215,228,52.9,12.37,11.82,4.2,Yes,343
Home & Kitchen,309,489,120.07,192.92,187.06,3.1,No,518
Electronics,40,430,110.18,1020.65,1000.2,2.5,No,455
Home & Kitchen,148,169,45.55,177.49,178.66,2.9,No,197
Grocery,118,59,15.23,11.75,10.68,4.5,Yes,181
Grocery,569,316,78.33,23.76,23.01,4.1,No,371
Grocery,69,352,82.34,2.49,2.25,3.1,No,380
Fashion,195,146,39.08,53.12,50.95,4.8,No,228
Beauty & Personal Care,57,30,7.13,12.22,11.35,4.3,No,98
Grocery,38,95,25.28,1.81,1.88,4.2,Yes,211
Electronics,149,92,24.15,221.76,236.24,4.5,No,146
Home & Kitchen,364,192,44.36,122.16,128.1,3.8,No,261
Grocery,430,226,56.75,13.1,12.09,4.7,No,283
Electronics,107,274,70.5,989.23,916.7,2.8,Yes,356
Fashion,245,96,28.48,17.36,16.29,4.0,No,143
Fashion,289,150,36.58,138.87,137.48,4.9,No,222
Fashion,291,272,69.21,57.31,55.94,3.0,No,295
Fashion,219,417,99.6,148.73,147.1,4.6,No,475
Home & Kitchen,147,395,101.97,113.64,105.62,4.6,No,448
Beauty & Personal Care,234,200,51.03,44.43,43.53,3.0,Yes,287
Electronics,575,377,92.05,774.28,741.89,4.5,No,406
Home & Kitchen,233,276,67.69,29.04,30.05,4.7,Yes,381
Electronics,436,229,55.5,287.14,313.73,4.5,No,299
Home & Kitchen,156,388,94.93,113.55,107.28,4.6,No,430
Grocery,236,93,28.28,21.75,20.33,3.7,No,147
Sports & Outdoors,171,82,16.69,125.41,126.94,3.5,Yes,199
Electronics,436,170,40.41,855.69,775.62,4.2,No,181
Grocery,17,130,37.75,5.79,5.92,3.5,No,185
Home & Kitchen,226,29,10.74,115.95,117.73,3.7,No,70
Beauty & Personal Care,142,354,90.63,29.14,28.65,3.9,No,405
Grocery,36,175,43.48,4.12,4.09,4.0,No,202
Fashion,198,188,46.95,82.88,84.89,4.4,Yes,312
Home & Kitchen,232,124,34.07,129.26,126.05,4.2,No,172
Beauty & Personal Care,536,30,12.1,15.96,17.04,4.2,No,96
Beauty & Personal Care,59,238,58.4,24.15,23.44,4.4,No,317
Fashion,212,295,74.31,79.97,79.18,3.7,No,342
Electronics,76,59,17.97,637.03,670.29,2.8,No,115
Beauty & Personal Care,46,199,47.31,14.09,12.81,3.7,Yes,313
